Time (s),Sine Wave,Square Wave
0.212,0.36812455268467736,1.0
0.213,0.3971478906347799,1.0
0.214,0.42577929156507255,1.0
0.215,0.4539904997395465,1.0
0.216,0.4817536741017149,1.0
0.217,0.5090414157503708,1.0
0.218,0.5358267949789967,1.0
0.219,0.5620833778521305,1.0
0.22,0.5877852522924729,1.0
0.221,0.6129070536529762,1.0
0.222,0.63742398974869,1.0
0.223,0.6613118653236519,1.0
0.224,0.6845471059286886,1.0
0.225,0.7071067811865474,1.0
0.226,0.7289686274214112,1.0
0.227,0.7501110696304597,1.0
0.228,0.7705132427757893,1.0
0.229,0.7901550123756903,1.0
0.23,0.8090169943749472,1.0
0.231,0.827080574274562,1.0
0.232,0.8443279255020152,1.0
0.233,0.8607420270039436,1.0
0.234,0.8763066800438636,1.0
0.23500000000000001,0.8910065241883681,1.0
0.23600000000000002,0.9048270524660197,1.0
0.23700000000000002,0.9177546256839813,1.0
0.23800000000000002,0.9297764858882515,1.0
0.23900000000000002,0.9408807689542255,1.0
0.24,0.9510565162951535,1.0
0.241,0.960293685676943,1.0
0.242,0.968583161128631,1.0
0.243,0.9759167619387472,1.0
0.244,0.9822872507286886,1.0
0.245,0.9876883405951377,1.0
0.246,0.9921147013144778,1.0
0.247,0.99556196460308,1.0
0.248,0.9980267284282716,1.0
0.249,0.9995065603657316,1.0
0.25,1.0,1.0
0.251,0.9995065603657316,1.0
0.252,0.9980267284282716,1.0
0.253,0.99556196460308,1.0
0.254,0.9921147013144779,1.0
0.255,0.9876883405951377,1.0
0.256,0.9822872507286886,1.0
0.257,0.9759167619387473,1.0
0.258,0.9685831611286311,1.0
0.259,0.9602936856769431,1.0
0.26,0.9510565162951536,1.0
0.261,0.9408807689542257,1.0
0.262,0.9297764858882517,1.0
0.263,0.9177546256839808,1.0
0.264,0.9048270524660192,1.0
0.265,0.8910065241883676,1.0
0.266,0.8763066800438634,1.0
0.267,0.8607420270039435,1.0
0.268,0.8443279255020151,1.0
0.269,0.8270805742745619,1.0
0.27,0.8090169943749476,1.0
0.271,0.7901550123756906,1.0
0.272,0.7705132427757886,1.0
0.273,0.7501110696304589,1.0
0.274,0.728968627421411,1.0
0.275,0.7071067811865471,1.0
0.276,0.6845471059286884,1.0
0.277,0.6613118653236517,1.0
0.278,0.6374239897486897,1.0
0.279,0.6129070536529766,1.0
0.28,0.5877852522924734,1.0
0.281,0.5620833778521296,1.0
0.28200000000000003,0.5358267949789957,1.0
0.28300000000000003,0.5090414157503705,1.0
0.28400000000000003,0.48175367410171466,1.0
0.28500000000000003,0.4539904997395463,1.0
0.28600000000000003,0.4257792915650723,1.0
0.28700000000000003,0.39714789063478045,1.0
0.28800000000000003,0.368124552684678,1.0
0.289,0.33873792024529153,1.0
0.29,0.3090169943749478,1.0
0.291,0.2789911060392298,1.0
0.292,0.2486898871648555,1.0
0.293,0.21814324139654342,1.0
0.294,0.18738131458572568,1.0
0.295,0.1564344650402321,1.0
0.296,0.12533323356430567,1.0
0.297,0.09410831331851592,1.0
0.298,0.06279051952931339,1.0
0.299,0.03141075907812848,1.0
0.3,3.6739403974420594e-16,1.0
0.301,-0.03141075907812775,-1.0
0.302,-0.06279051952931265,-1.0
0.303,-0.09410831331851342,-1.0
0.304,-0.12533323356430318,-1.0
0.305,-0.15643446504022962,-1.0
0.306,-0.1873813145857232,-1.0
0.307,-0.2181432413965427,-1.0
0.308,-0.24868988716485477,-1.0
0.309,-0.27899110603922905,-1.0
0.31,-0.30901699437494706,-1.0
0.311,-0.33873792024529087,-1.0
0.312,-0.36812455268467725,-1.0
0.313,-0.3971478906347798,-1.0
0.314,-0.42577929156507166,-1.0
0.315,-0.45399049973954725,-1.0
0.316,-0.48175367410171555,-1.0
0.317,-0.5090414157503714,-1.0
0.318,-0.5358267949789965,-1.0
0.319,-0.5620833778521305,-1.0
0.32,-0.5877852522924728,-1.0
0.321,-0.612907053652976,-1.0
0.322,-0.6374239897486892,-1.0
0.323,-0.6613118653236512,-1.0
0.324,-0.6845471059286892,-1.0
0.325,-0.7071067811865479,-1.0
0.326,-0.7289686274214118,-1.0
0.327,-0.7501110696304596,-1.0
0.328,-0.7705132427757891,-1.0
0.329,-0.7901550123756902,-1.0
0.33,-0.8090169943749472,-1.0
0.331,-0.8270805742745615,-1.0
0.332,-0.8443279255020156,-1.0
0.333,-0.8607420270039441,-1.0
0.334,-0.8763066800438639,-1.0
0.335,-0.8910065241883681,-1.0
0.336,-0.9048270524660197,-1.0
0.337,-0.9177546256839811,-1.0
0.338,-0.9297764858882513,-1.0
0.339,-0.9408807689542253,-1.0
0.34,-0.9510565162951534,-1.0
0.341,-0.9602936856769434,-1.0
0.342,-0.9685831611286314,-1.0
0.343,-0.9759167619387475,-1.0
0.34400000000000003,-0.9822872507286888,-1.0
0.34500000000000003,-0.9876883405951378,-1.0
0.34600000000000003,-0.9921147013144779,-1.0
0.34700000000000003,-0.99556196460308,-1.0
0.34800000000000003,-0.9980267284282716,-1.0
0.34900000000000003,-0.9995065603657316,-1.0
0.35000000000000003,-1.0,-1.0
0.35100000000000003,-0.9995065603657315,-1.0
0.352,-0.9980267284282716,-1.0
0.353,-0.9955619646030801,-1.0
0.354,-0.992114701314478,-1.0
0.355,-0.9876883405951379,-1.0
0.356,-0.9822872507286889,-1.0
0.357,-0.9759167619387478,-1.0
0.358,-0.9685831611286312,-1.0
0.359,-0.9602936856769432,-1.0
0.36,-0.9510565162951538,-1.0
0.361,-0.9408807689542257,-1.0
0.362,-0.9297764858882517,-1.0
0.363,-0.9177546256839815,-1.0
0.364,-0.90482705246602,-1.0
0.365,-0.8910065241883685,-1.0
0.366,-0.8763066800438644,-1.0
0.367,-0.8607420270039436,-1.0
0.368,-0.8443279255020152,-1.0
0.369,-0.8270805742745619,-1.0
0.37,-0.8090169943749477,-1.0
0.371,-0.7901550123756907,-1.0
0.372,-0.7705132427757898,-1.0
0.373,-0.7501110696304601,-1.0
0.374,-0.7289686274214123,-1.0
0.375,-0.7071067811865485,-1.0
0.376,-0.6845471059286885,-1.0
0.377,-0.6613118653236518,-1.0
0.378,-0.6374239897486897,-1.0
0.379,-0.6129070536529767,-1.0
0.38,-0.5877852522924735,-1.0
0.381,-0.5620833778521311,-1.0
0.382,-0.5358267949789973,-1.0
0.383,-0.5090414157503722,-1.0
0.384,-0.48175367410171477,-1.0
0.385,-0.4539904997395464,-1.0
0.386,-0.42577929156507244,-1.0
0.387,-0.39714789063478056,-1.0
0.388,-0.3681245526846781,-1.0
0.389,-0.33873792024529165,-1.0
0.39,-0.3090169943749479,-1.0
0.391,-0.2789911060392299,-1.0
0.392,-0.2486898871648556,-1.0
0.393,-0.21814324139654181,-1.0
0.394,-0.18738131458572405,-1.0
0.395,-0.15643446504023048,-1.0
0.396,-0.125333233564304,-1.0
0.397,-0.09410831331851427,-1.0
0.398,-0.06279051952931351,-1.0
0.399,-0.031410759078128604,-1.0
0.4,-4.898587196589413e-16,-1.0
0.401,0.0314107590781294,1.0
0.402,0.0627905195293143,1.0
0.403,0.09410831331851506,1.0
0.404,0.1253332335643048,1.0
0.405,0.15643446504023126,1.0
0.406,0.18738131458572485,1.0
0.40700000000000003,0.2181432413965426,1.0
0.40800000000000003,0.24868988716485466,1.0
0.40900000000000003,0.27899110603922894,1.0
0.41000000000000003,0.3090169943749486,1.0
0.41100000000000003,0.3387379202452924,1.0
0.41200000000000003,0.3681245526846788,1.0
0.41300000000000003,0.3971478906347813,1.0
0.41400000000000003,0.42577929156507316,1.0
0.41500000000000004,0.45399049973954714,1.0
0.41600000000000004,0.48175367410171543,1.0
0.417,0.5090414157503698,1.0
0.418,0.535826794978995,1.0
0.419,0.5620833778521304,1.0
0.42,0.5877852522924727,1.0
0.421,0.6129070536529759,1.0
0.422,0.6374239897486891,1.0
0.423,0.661311865323651,1.0
0.424,0.6845471059286877,1.0
0.425,0.7071067811865466,1.0
0.426,0.7289686274214104,1.0
0.427,0.7501110696304595,1.0
0.428,0.7705132427757891,1.0
0.429,0.7901550123756902,1.0
0.43,0.8090169943749471,1.0
0.431,0.8270805742745614,1.0
0.432,0.8443279255020146,1.0
0.433,0.8607420270039431,1.0
0.434,0.876306680043863,1.0
0.435,0.8910065241883672,1.0
0.436,0.9048270524660196,1.0
0.437,0.9177546256839811,1.0
0.438,0.9297764858882513,1.0
0.439,0.9408807689542253,1.0
0.44,0.9510565162951534,1.0
0.441,0.9602936856769428,1.0
0.442,0.9685831611286309,1.0
0.443,0.9759167619387472,1.0
0.444,0.9822872507286888,1.0
0.445,0.9876883405951378,1.0
0.446,0.9921147013144779,1.0
0.447,0.99556196460308,1.0
0.448,0.9980267284282716,1.0
0.449,0.9995065603657316,1.0
0.45,1.0,1.0
0.451,0.9995065603657316,1.0
0.452,0.9980267284282717,1.0
0.453,0.99556196460308,1.0
0.454,0.9921147013144778,1.0
0.455,0.9876883405951377,1.0
0.456,0.9822872507286886,1.0
0.457,0.9759167619387474,1.0
0.458,0.9685831611286312,1.0
0.459,0.9602936856769432,1.0
0.46,0.9510565162951538,1.0
0.461,0.9408807689542257,1.0
0.462,0.9297764858882511,1.0
0.463,0.9177546256839809,1.0
0.464,0.9048270524660194,1.0
0.465,0.8910065241883677,1.0
0.466,0.8763066800438635,1.0
0.467,0.8607420270039436,1.0
0.468,0.8443279255020152,1.0
0.46900000000000003,0.827080574274562,1.0
0.47000000000000003,0.8090169943749467,1.0
0.47100000000000003,0.7901550123756897,1.0
0.47200000000000003,0.7705132427757887,1.0
0.47300000000000003,0.7501110696304591,1.0
0.47400000000000003,0.7289686274214111,1.0
0.47500000000000003,0.7071067811865474,1.0
0.47600000000000003,0.6845471059286886,1.0
0.47700000000000004,0.6613118653236519,1.0
0.47800000000000004,0.6374239897486899,1.0
0.47900000000000004,0.6129070536529754,1.0
0.48,0.5877852522924736,1.0
0.481,0.5620833778521312,1.0
0.482,0.5358267949789974,1.0
0.483,0.5090414157503723,1.0
0.484,0.48175367410171643,1.0
0.485,0.4539904997395481,1.0
0.486,0.42577929156507416,1.0
0.487,0.3971478906347823,1.0
0.488,0.3681245526846782,1.0
0.489,0.33873792024529176,1.0
0.49,0.309016994374948,1.0
0.491,0.27899110603923,1.0
0.492,0.2486898871648557,1.0
0.493,0.21814324139654367,1.0
0.494,0.18738131458572593,1.0
0.495,0.15643446504023234,1.0
0.496,0.12533323356430415,1.0
0.497,0.0941083133185144,1.0
0.498,0.06279051952931362,1.0
0.499,0.03141075907812873,1.0
0.5,6.123233995736766e-16,1.0
0.501,-0.0314107590781275,-1.0
0.502,-0.0627905195293124,-1.0
0.503,-0.09410831331851317,-1.0
0.504,-0.12533323356430293,-1.0
0.505,-0.15643446504023115,-1.0
0.506,-0.1873813145857247,-1.0
0.507,-0.21814324139654245,-1.0
0.508,-0.24868988716485452,-1.0
0.509,-0.27899110603922883,-1.0
0.51,-0.3090169943749485,-1.0
0.511,-0.33873792024529065,-1.0
0.512,-0.3681245526846787,-1.0
0.513,-0.39714789063477957,-1.0
0.514,-0.42577929156507305,-1.0
0.515,-0.4539904997395454,-1.0
0.516,-0.4817536741017153,-1.0
0.517,-0.5090414157503697,-1.0
0.518,-0.5358267949789963,-1.0
0.519,-0.5620833778521317,-1.0
0.52,-0.5877852522924726,-1.0
0.521,-0.6129070536529773,-1.0
0.522,-0.637423989748689,-1.0
0.523,-0.6613118653236523,-1.0
0.524,-0.6845471059286876,-1.0
0.525,-0.7071067811865477,-1.0
0.526,-0.7289686274214128,-1.0
0.527,-0.7501110696304595,-1.0
0.528,-0.7705132427757901,-1.0
0.529,-0.7901550123756901,-1.0
0.53,-0.8090169943749481,-1.0
0.531,-0.8270805742745614,-1.0
0.532,-0.8443279255020155,-1.0
0.533,-0.860742027003943,-1.0
0.534,-0.8763066800438638,-1.0
0.535,-0.8910065241883688,-1.0
0.536,-0.9048270524660196,-1.0
0.537,-0.9177546256839818,-1.0
0.538,-0.9297764858882513,-1.0
0.539,-0.9408807689542259,-1.0
0.54,-0.9510565162951534,-1.0
0.541,-0.9602936856769433,-1.0
0.542,-0.9685831611286309,-1.0
0.543,-0.9759167619387475,-1.0
0.544,-0.982287250728689,-1.0
0.545,-0.9876883405951378,-1.0
0.546,-0.9921147013144781,-1.0
0.547,-0.99556196460308,-1.0
0.548,-0.9980267284282717,-1.0
0.549,-0.9995065603657315,-1.0
0.55,-1.0,-1.0
0.551,-0.9995065603657316,-1.0
0.552,-0.9980267284282716,-1.0
0.553,-0.9955619646030798,-1.0
0.554,-0.9921147013144778,-1.0
0.555,-0.9876883405951374,-1.0
0.556,-0.9822872507286887,-1.0
0.557,-0.975916761938747,-1.0
0.558,-0.9685831611286312,-1.0
0.559,-0.9602936856769427,-1.0
0.56,-0.9510565162951538,-1.0
0.561,-0.9408807689542251,-1.0
0.562,-0.9297764858882505,-1.0
0.5630000000000001,-0.9177546256839809,-1.0
0.5640000000000001,-0.9048270524660186,-1.0
0.5650000000000001,-0.8910065241883678,-1.0
0.5660000000000001,-0.8763066800438627,-1.0
0.5670000000000001,-0.8607420270039438,-1.0
0.5680000000000001,-0.8443279255020143,-1.0
0.5690000000000001,-0.8270805742745622,-1.0
0.5700000000000001,-0.8090169943749468,-1.0
0.5710000000000001,-0.7901550123756887,-1.0
0.5720000000000001,-0.7705132427757888,-1.0
0.5730000000000001,-0.750111069630458,-1.0
0.5740000000000001,-0.7289686274214113,-1.0
0.5750000000000001,-0.7071067811865461,-1.0
0.5760000000000001,-0.6845471059286886,-1.0
0.577,-0.6613118653236534,-1.0
0.578,-0.63742398974869,-1.0
0.579,-0.6129070536529784,-1.0
0.58,-0.5877852522924737,-1.0
0.581,-0.5620833778521328,-1.0
0.582,-0.5358267949789975,-1.0
0.583,-0.5090414157503739,-1.0
0.584,-0.48175367410171654,-1.0
0.585,-0.4539904997395498,-1.0
0.586,-0.42577929156507427,-1.0
0.587,-0.3971478906347808,-1.0
0.588,-0.36812455268468,-1.0
0.589,-0.33873792024529187,-1.0
0.59,-0.3090169943749498,-1.0
0.591,-0.2789911060392301,-1.0
0.592,-0.24868988716485754,-1.0
0.593,-0.21814324139654379,-1.0
0.594,-0.1873813145857278,-1.0
0.595,-0.15643446504023248,-1.0
0.596,-0.12533323356430426,-1.0
0.597,-0.09410831331851628,-1.0
0.598,-0.06279051952931375,-1.0
0.599,-0.03141075907813062,-1.0
0.6,-7.347880794884119e-16,-1.0
0.601,0.03141075907812561,1.0
0.602,0.06279051952931229,1.0
0.603,0.09410831331851129,1.0
0.604,0.12533323356430282,1.0
0.605,0.156434465040231,1.0
0.606,0.18738131458572285,1.0
0.607,0.21814324139654234,1.0
0.608,0.24868988716485269,1.0
0.609,0.2789911060392287,1.0
0.61,0.309016994374945,1.0
0.611,0.33873792024529054,1.0
0.612,0.36812455268467525,1.0
0.613,0.39714789063477945,1.0
0.614,0.42577929156507294,1.0
0.615,0.4539904997395453,1.0
0.616,0.4817536741017152,1.0
0.617,0.5090414157503695,1.0
0.618,0.5358267949789963,1.0
0.619,0.5620833778521287,1.0
0.62,0.5877852522924725,1.0
0.621,0.6129070536529772,1.0
0.622,0.6374239897486889,1.0
0.623,0.6613118653236523,1.0
0.624,0.6845471059286876,1.0
0.625,0.7071067811865476,1.0
0.626,0.7289686274214102,1.0
0.627,0.7501110696304594,1.0
0.628,0.7705132427757878,1.0
0.629,0.79015501237569,1.0
0.63,0.809016994374948,1.0
0.631,0.8270805742745613,1.0
0.632,0.8443279255020154,1.0
0.633,0.860742027003943,1.0
0.634,0.8763066800438637,1.0
0.635,0.8910065241883671,1.0
0.636,0.9048270524660195,1.0
0.637,0.9177546256839804,1.0
0.638,0.9297764858882512,1.0
0.639,0.9408807689542259,1.0
0.64,0.9510565162951533,1.0
0.641,0.9602936856769433,1.0
0.642,0.9685831611286309,1.0
0.643,0.9759167619387475,1.0
0.644,0.9822872507286884,1.0
0.645,0.9876883405951378,1.0
0.646,0.9921147013144777,1.0
0.647,0.99556196460308,1.0
0.648,0.9980267284282717,1.0
0.649,0.9995065603657315,1.0
0.65,1.0,1.0
0.651,0.9995065603657316,1.0
0.652,0.9980267284282716,1.0
0.653,0.9955619646030801,1.0
0.654,0.9921147013144778,1.0
0.655,0.987688340595138,1.0
0.656,0.9822872507286887,1.0
0.657,0.9759167619387471,1.0
0.658,0.9685831611286312,1.0
0.659,0.9602936856769427,1.0
0.66,0.9510565162951539,1.0
0.661,0.9408807689542252,1.0
0.662,0.9297764858882518,1.0
0.663,0.9177546256839809,1.0
0.664,0.9048270524660187,1.0
0.665,0.8910065241883678,1.0
0.666,0.8763066800438628,1.0
0.667,0.8607420270039438,1.0
0.668,0.8443279255020144,1.0
0.669,0.8270805742745622,1.0
0.67,0.8090169943749469,1.0
0.671,0.790155012375691,1.0
0.672,0.7705132427757888,1.0
0.673,0.750111069630458,1.0
0.674,0.7289686274214113,1.0
0.675,0.7071067811865462,1.0
0.676,0.6845471059286887,1.0
0.677,0.6613118653236507,1.0
0.678,0.6374239897486901,1.0
0.679,0.6129070536529756,1.0
0.68,0.5877852522924738,1.0
0.681,0.5620833778521299,1.0
0.682,0.5358267949789947,1.0
0.683,0.509041415750371,1.0
0.684,0.4817536741017135,1.0
0.685,0.45399049973954675,1.0
0.686,0.42577929156507116,1.0
0.687,0.3971478906347809,1.0
0.6880000000000001,0.36812455268467675,1.0
0.6890000000000001,0.33873792024529203,1.0
0.6900000000000001,0.30901699437494656,1.0
0.6910000000000001,0.27899110603922683,1.0
0.6920000000000001,0.24868988716485424,1.0
0.6930000000000001,0.21814324139654043,1.0
0.6940000000000001,0.1873813145857244,1.0
0.6950000000000001,0.15643446504022906,1.0
0.6960000000000001,0.1253332335643044,1.0
0.6970000000000001,0.09410831331851287,1.0
0.6980000000000001,0.06279051952931387,1.0
0.6990000000000001,0.031410759078127196,1.0
0.7000000000000001,-2.6954609193973537e-15,-1.0
0.7010000000000001,-0.031410759078129034,-1.0
0.7020000000000001,-0.0627905195293157,-1.0
0.7030000000000001,-0.0941083133185147,-1.0
0.704,-0.12533323356430268,-1.0
0.705,-0.15643446504022737,-1.0
0.706,-0.18738131458572274,-1.0
0.707,-0.21814324139654223,-1.0
0.708,-0.24868988716485257,-1.0
0.709,-0.2789911060392286,-1.0
0.71,-0.3090169943749449,-1.0
0.711,-0.33873792024529037,-1.0
0.712,-0.36812455268467514,-1.0
0.713,-0.39714789063477934,-1.0
0.714,-0.4257792915650696,-1.0
0.715,-0.4539904997395452,-1.0
0.716,-0.4817536741017151,-1.0
0.717,-0.5090414157503694,-1.0
0.718,-0.5358267949789962,-1.0
0.719,-0.5620833778521286,-1.0
0.72,-0.5877852522924725,-1.0
0.721,-0.6129070536529743,-1.0
0.722,-0.6374239897486887,-1.0
0.723,-0.6613118653236495,-1.0
0.724,-0.6845471059286875,-1.0
0.725,-0.7071067811865476,-1.0
0.726,-0.7289686274214102,-1.0
0.727,-0.7501110696304593,-1.0
0.728,-0.7705132427757877,-1.0
0.729,-0.79015501237569,-1.0
0.73,-0.8090169943749459,-1.0
0.731,-0.8270805742745613,-1.0
0.732,-0.8443279255020134,-1.0
0.733,-0.8607420270039429,-1.0
0.734,-0.8763066800438637,-1.0
0.735,-0.891006524188367,-1.0
0.736,-0.9048270524660195,-1.0
0.737,-0.9177546256839803,-1.0
0.738,-0.9297764858882512,-1.0
0.739,-0.9408807689542247,-1.0
0.74,-0.9510565162951533,-1.0
0.741,-0.9602936856769423,-1.0
0.742,-0.9685831611286309,-1.0
0.743,-0.9759167619387474,-1.0
0.744,-0.9822872507286884,-1.0
0.745,-0.9876883405951378,-1.0
0.746,-0.9921147013144775,-1.0
0.747,-0.99556196460308,-1.0
0.748,-0.9980267284282714,-1.0
0.749,-0.9995065603657315,-1.0
0.75,-1.0,-1.0
0.751,-0.9995065603657316,-1.0
0.752,-0.9980267284282716,-1.0
0.753,-0.9955619646030801,-1.0
